Client,Warehouse,Product,2023-11-27,2023-12-04,2023-12-11,2023-12-18,2023-12-25,2024-01-01,2024-01-08,2024-01-15,2024-01-22,2024-01-29,2024-02-05,2024-02-12,2024-02-19
1,183,16795,13,8,9,10,12,12,9,4,19,6,15,4,1
1,183,16803,16,0,16,2,10,8,6,13,1,11,6,2,14
1,183,16807,5,11,8,0,6,15,1,3,2,8,2,3,17
1,183,16812,6,5,6,18,13,18,3,0,2,15,3,13,7
1,183,16817,0,14,13,18,16,8,6,18,19,2,11,10,19
1,183,16824,8,4,7,5,4,11,10,5,12,0,3,5,3
1,183,16828,0,2,10,5,7,14,6,2,2,6,3,10,3
1,183,16830,17,18,4,6,3,9,8,17,8,17,3,17,15
1,183,16833,4,0,14,7,5,3,0,7,14,10,2,2,1
1,183,16851,14,3,0,13,13,4,12,5,2,16,10,15,13
1,183,16859,4,6,7,15,18,8,0,1,5,5,18,9,1
1,183,16863,5,7,0,4,18,11,12,9,12,17,17,2,11
1,183,16865,15,2,17,9,0,7,19,14,1,8,10,8,3
1,183,16872,19,1,2,13,17,11,12,5,2,11,19,7,8
1,183,16882,16,16,9,15,15,17,17,18,6,0,10,15,5
1,183,16886,1,15,10,7,18,19,2,9,8,12,13,5,2
1,183,16896,2,6,14,8,19,19,6,7,4,12,1,2,14
1,183,16897,12,11,1,13,2,13,1,10,14,2,12,16,18
1,183,16918,2,2,3,19,10,4,17,11,13,5,17,13,9
1,183,16930,13,7,5,11,14,10,14,9,16,8,19,7,0
1,183,16933,16,7,19,12,0,2,1,16,5,13,4,17,18
1,183,16944,8,18,12,8,1,4,10,0,4,5,15,13,5
1,183,16950,16,8,12,10,2,6,2,17,14,13,1,0,12
1,183,16952,7,8,12,18,19,1,8,18,15,9,17,17,15
1,183,16964,17,3,14,17,9,4,11,5,13,4,14,1,6
1,183,16975,12,5,1,11,13,17,19,2,4,19,2,17,7
1,183,16980,17,4,0,17,10,8,4,6,14,4,1,3,1
1,183,16981,1,4,17,11,8,10,12,3,18,13,8,9,14
1,183,16983,15,12,18,1,18,12,7,19,1,7,19,12,8
1,183,16985,16,5,8,3,2,12,2,6,9,17,19,1,5
1,183,17001,3,0,5,14,3,3,0,6,2,15,2,11,19
1,183,17002,18,11,18,7,19,12,0,17,9,13,4,17,18
1,183,17008,9,15,4,11,3,11,1,3,3,0,3,12,4
1,183,17014,4,2,6,7,13,7,6,16,14,17,17,10,19
1,183,17017,14,9,12,2,11,4,14,18,13,19,0,11,11
1,183,17018,19,4,16,12,11,6,16,13,11,2,2,7,10
1,183,17020,16,11,0,3,2,18,9,12,3,17,15,8,8
1,183,17022,7,19,5,6,18,10,2,7,12,11,7,14,3
1,183,17048,14,8,4,9,1,10,10,11,4,19,2,2,18
1,183,17049,1,6,16,6,0,8,16,4,6,4,6,2,8
1,183,17056,3,7,16,10,18,2,0,8,11,7,9,8,8
1,183,17062,12,7,16,16,15,1,1,7,17,1,9,8,14
1,183,17065,7,16,10,18,18,12,16,6,13,16,6,7,5
1,183,17072,19,18,17,3,3,16,6,12,4,12,17,9,18
1,183,17076,11,17,13,6,9,14,6,5,10,16,2,7,0
1,183,17094,9,5,0,6,18,6,16,17,0,10,18,17,14
1,183,17100,13,12,0,9,13,12,11,17,5,9,15,9,13
1,183,17106,0,14,12,11,13,15,4,2,10,6,6,18,4
1,183,17111,11,7,3,16,12,9,13,19,4,16,14,19,15
1,183,17114,17,11,3,19,8,15,16,7,11,5,3,3,13
1,183,17116,4,8,4,19,8,19,12,5,15,8,12,14,12
1,183,17125,0,2,1,1,6,2,4,16,10,14,16,7,0
1,183,17128,9,10,15,14,7,2,16,10,10,2,6,12,9
1,183,17129,2,18,11,8,7,15,0,16,11,3,18,2,15
1,183,17132,14,3,0,12,12,13,12,12,9,1,1,2,16
1,183,17137,2,0,8,10,4,1,0,10,1,0,12,3,6
1,183,17146,19,14,16,8,14,8,14,19,5,0,2,4,5
1,183,17158,9,18,6,11,0,18,18,2,3,6,5,4,15
1,183,17177,2,0,15,6,12,7,1,2,8,12,4,18,7
1,183,17190,6,15,8,16,3,7,12,16,4,11,14,17,14
1,183,17192,2,5,12,12,4,6,8,8,4,5,11,12,5
1,183,17197,7,13,8,0,4,5,11,18,1,7,15,8,14
1,183,17198,18,18,11,6,5,13,12,17,15,17,12,7,10
1,183,17201,15,16,18,2,9,6,17,15,1,12,11,6,6
1,183,17210,8,17,3,9,16,4,14,1,3,19,4,10,2
1,183,17215,17,9,7,15,6,0,0,13,0,3,4,7,0
1,183,17218,8,14,1,12,19,16,17,4,8,8,12,7,4
1,183,17221,16,11,7,0,2,11,1,7,15,19,1,13,10
1,183,17222,18,19,15,7,19,15,13,18,4,15,13,14,17
1,183,17225,19,5,5,18,19,16,4,13,14,5,9,14,18
1,183,17226,11,19,10,13,10,2,15,2,4,18,13,16,14
1,183,17242,5,14,7,18,18,0,8,18,16,9,10,19,6
1,183,17246,3,19,5,3,1,4,19,13,18,10,2,5,18
1,183,17255,10,10,15,14,10,3,1,16,13,1,13,16,15
1,183,17256,5,5,9,14,7,12,10,15,5,6,14,1,2
1,183,17257,18,19,6,17,12,3,17,11,15,14,2,12,18
1,183,17282,18,17,1,0,16,15,17,5,8,10,18,0,6
1,183,17288,13,13,14,12,19,19,8,16,17,1,9,3,2
1,183,17290,0,16,14,13,17,2,12,1,13,6,19,5,11
1,183,17299,0,3,11,19,17,15,14,5,0,4,12,4,15
1,183,17302,18,7,1,14,10,11,16,12,12,19,9,8,2
1,183,17305,12,1,19,14,8,4,11,14,19,11,3,5,8
1,183,17307,3,6,0,10,11,2,7,9,17,14,8,8,4
1,183,17308,14,5,4,0,12,1,17,1,0,18,7,0,14
1,183,17313,16,5,19,2,16,2,8,12,8,12,13,2,9
1,183,17320,5,2,3,9,15,0,10,12,3,16,5,4,13
1,183,17323,12,14,14,8,18,1,15,3,17,8,11,2,14
1,183,17332,8,19,14,7,15,11,18,5,4,9,0,13,14
1,183,17334,1,11,14,6,6,19,2,18,10,8,11,4,5
1,183,17336,14,18,8,12,14,4,13,19,3,15,4,18,17
1,183,17342,3,16,11,14,12,17,9,6,16,11,0,12,19
1,183,17362,10,18,4,17,6,14,15,0,5,3,15,10,8
1,183,17373,12,6,0,1,1,6,19,13,16,0,3,1,13
1,183,17411,8,5,16,9,18,17,18,8,13,19,1,17,2
1,183,17413,12,3,7,16,10,15,2,10,3,1,5,12,16
1,183,17414,1,19,0,1,15,13,3,19,19,19,8,4,7
1,183,17416,17,6,11,14,5,18,12,5,0,16,10,9,3
1,183,17438,6,7,5,1,3,8,14,7,11,1,16,2,12
1,183,17449,19,11,12,16,19,11,10,1,15,4,4,13,14
1,183,17455,17,14,10,6,0,8,1,18,3,19,0,13,0
1,183,17464,5,19,16,18,2,8,3,5,17,7,3,3,8
1,183,17471,14,8,2,10,1,13,18,13,7,7,19,7,3
1,183,17479,9,12,7,13,13,6,3,11,14,1,17,8,13
1,183,17484,19,1,17,9,6,13,6,0,2,9,10,10,4
1,183,17485,2,16,19,2,12,9,13,8,9,16,15,17,19
1,183,17492,7,14,10,15,15,4,0,1,4,1,15,11,2
1,183,17493,6,8,17,10,9,18,7,18,11,13,2,11,12
1,183,17526,15,4,2,11,4,17,4,4,2,11,16,17,3
1,183,17529,0,13,18,15,0,15,2,3,14,12,17,19,11
1,183,17534,4,6,18,7,2,16,4,14,6,16,7,13,17
1,183,17539,17,1,1,7,7,1,14,9,5,11,13,11,10
1,183,17543,15,18,15,5,6,19,2,9,0,14,2,12,3
1,183,17552,13,2,18,19,18,0,16,8,5,6,3,9,17
1,183,17553,14,10,16,12,5,10,2,8,1,7,5,10,15
1,183,17568,17,14,3,7,12,4,19,0,18,15,14,5,6
1,183,17572,6,19,17,7,14,9,9,14,3,10,13,19,14
1,183,17585,13,14,16,15,17,5,4,10,3,12,11,18,11
1,183,17596,14,13,1,17,17,16,16,8,4,6,3,11,6
1,183,17604,3,0,6,4,0,19,12,18,2,11,16,3,6
1,183,17607,14,12,10,3,2,8,4,8,16,3,15,7,13
1,183,17608,0,4,9,9,19,2,11,10,14,16,0,3,15
1,183,17622,15,18,11,19,9,7,15,11,8,13,12,2,18
1,183,17626,1,12,2,1,12,1,4,18,18,14,18,3,0
1,183,17639,9,19,16,6,8,18,8,1,17,16,1,14,1
1,183,17640,8,17,2,1,1,9,4,5,18,13,4,10,1
1,183,17642,4,18,2,11,9,4,2,9,8,18,6,11,8
1,183,17645,10,14,2,4,13,3,7,11,13,5,8,7,9
1,183,17648,9,15,15,17,3,15,13,6,10,17,9,14,15
1,183,17651,0,11,18,15,6,12,4,5,2,17,0,14,10
1,183,17654,6,1,5,5,4,13,5,6,10,14,18,13,19
1,183,17655,14,3,13,6,12,10,10,9,10,1,0,9,10
1,183,17675,3,1,8,13,16,17,16,0,16,6,10,0,14
1,183,17680,6,19,18,11,14,10,9,4,2,17,7,7,12
1,183,17684,2,17,15,5,2,13,18,15,19,3,10,14,11
1,183,17700,2,9,10,15,7,0,9,6,9,15,16,15,16
1,183,17716,3,14,2,13,6,8,11,7,13,0,5,4,13
1,183,17719,0,17,13,1,2,13,12,6,15,1,12,12,16
1,183,17722,7,7,18,4,18,11,19,15,0,1,15,15,10
1,183,17728,14,1,17,5,4,13,7,3,3,10,6,19,0
1,183,17730,6,15,14,16,5,10,10,13,9,2,12,3,8
1,183,17733,9,1,16,11,7,14,7,19,7,18,14,2,1
1,183,17734,8,10,1,19,18,17,19,4,15,10,4,3,2
1,183,17735,13,11,10,13,14,15,0,16,1,13,19,2,2
1,183,17738,8,16,15,2,13,13,1,10,7,1,2,18,5
1,183,17741,6,7,3,0,11,16,17,2,3,8,8,10,13
1,183,17762,14,3,6,14,3,7,19,2,17,13,3,17,14
1,183,17776,5,5,14,4,2,19,9,9,19,1,4,11,12
1,183,17779,9,15,9,0,16,2,14,15,11,14,2,9,13
1,183,17789,12,14,6,6,15,19,16,12,10,3,10,2,15
1,183,17795,5,12,13,11,2,2,4,8,15,12,4,5,7
1,183,17804,18,5,16,18,11,7,2,9,17,18,15,3,16
1,183,17808,0,12,11,16,9,15,14,7,14,4,7,16,2
1,183,17813,10,17,12,17,17,13,6,15,19,16,7,0,15
1,183,17814,9,9,13,1,1,6,12,7,14,12,18,13,8
1,183,17830,8,11,6,0,15,6,12,17,0,4,2,5,13
1,183,17836,17,11,5,14,11,6,8,10,6,6,7,19,8
1,183,17840,18,12,1,13,12,11,0,11,17,17,9,13,0
1,183,17842,17,10,6,18,12,9,0,12,0,0,5,14,10
1,183,17843,6,10,10,6,12,12,5,9,8,16,8,19,12
1,183,17850,7,9,5,5,14,9,5,19,2,4,10,14,16
1,183,17856,11,17,19,12,17,3,16,7,1,13,5,19,12
1,183,17863,3,18,11,8,7,5,10,0,15,0,8,3,3
1,183,17886,2,11,19,5,18,6,7,4,7,4,5,4,4
1,183,17888,9,11,14,5,19,9,13,19,17,10,9,0,1
1,183,17899,0,6,18,2,10,8,10,2,13,7,15,13,4
1,183,17900,19,8,13,1,12,2,7,18,17,9,9,5,12
1,183,17913,18,15,0,19,1,9,19,12,10,4,9,12,10
1,183,17915,9,1,6,15,18,12,4,13,9,7,8,5,17
1,183,17918,14,1,7,15,14,18,13,2,8,14,13,16,13
1,183,17919,15,11,14,15,16,12,18,16,10,3,10,2,14
1,183,17920,14,2,17,7,11,7,13,17,0,13,15,2,1
1,183,17923,4,6,19,9,0,18,15,0,17,5,5,12,3
1,183,17927,1,5,2,14,2,9,18,10,16,16,1,0,11
1,183,17930,2,7,8,9,4,6,17,8,8,15,7,11,16
1,183,17939,17,4,6,7,19,5,8,14,5,12,14,3,11
1,183,17950,0,15,1,10,6,13,4,9,5,14,5,5,19
1,183,17955,5,17,10,4,2,17,8,19,1,12,15,15,4
1,183,17956,17,5,2,15,16,10,5,3,11,7,11,10,7
1,183,17962,9,17,8,10,12,1,14,11,3,11,9,5,0
1,183,17967,7,16,18,9,6,9,0,15,11,12,11,0,12
1,183,17973,15,9,13,15,4,2,10,15,1,19,19,1,5
1,183,17978,0,15,4,6,5,6,18,0,11,7,13,15,17
1,183,17981,7,3,14,1,0,0,16,6,15,8,5,17,1
1,183,17982,17,12,16,11,18,8,19,11,18,3,14,15,3
1,183,18005,0,11,0,6,6,4,0,7,10,19,5,12,1
1,183,18009,17,2,7,16,13,5,4,10,2,3,5,12,6
1,183,18018,9,7,1,6,0,3,8,3,17,6,8,17,3
1,183,18025,18,15,2,19,7,14,12,13,13,3,11,5,17
1,183,18026,12,3,17,19,5,13,10,8,15,14,16,0,9
1,183,18033,11,17,1,8,0,8,11,17,19,12,13,12,0
1,183,18037,5,17,4,11,17,6,18,6,18,12,11,17,8
1,183,18040,17,15,8,15,13,13,5,0,5,10,10,18,14
1,183,18042,17,12,12,6,16,12,9,19,2,18,12,12,14
1,183,18045,2,13,17,3,15,11,8,2,13,14,15,9,12
1,183,18047,14,1,6,2,11,4,1,1,4,2,15,5,16
1,183,18053,10,18,2,15,12,17,6,10,4,1,1,18,16
1,183,18056,5,8,16,18,19,2,6,18,15,15,14,8,13
1,183,18067,19,16,19,1,7,8,12,12,8,9,1,9,15
1,183,18072,14,16,12,17,12,16,18,5,17,1,5,6,8
1,183,18081,0,19,2,6,3,15,17,18,6,3,17,0,18
1,183,18083,0,19,3,4,9,2,7,7,9,5,12,17,18
1,183,18089,14,13,3,17,14,14,7,9,2,8,11,0,8
1,183,18120,7,12,9,0,1,14,12,18,7,1,16,1,15
1,183,18123,15,18,0,16,3,1,17,0,13,3,9,9,2
1,183,18137,3,8,3,15,16,19,4,17,5,4,7,14,0
1,183,18143,14,5,6,12,19,13,18,6,15,8,18,13,14
1,183,18150,11,17,16,17,11,12,1,9,4,16,0,8,0
1,183,18154,13,12,2,0,11,8,8,4,12,14,7,17,18
1,183,18162,11,0,11,2,16,9,10,11,19,8,4,5,1
1,183,18166,0,18,2,2,8,0,7,15,1,17,4,14,13
1,183,18167,2,15,7,14,2,7,12,11,4,9,16,4,9
1,183,18174,4,16,3,14,6,3,19,7,0,0,2,18,9
1,183,18191,4,3,14,9,16,5,0,13,2,13,18,7,7
1,183,18195,10,10,14,4,8,18,12,7,10,6,7,19,10
1,183,18200,15,14,17,7,3,10,18,1,8,7,2,8,10
1,183,18205,3,10,1,18,14,13,17,15,17,13,3,10,17
1,183,18216,0,18,7,7,15,6,14,17,18,6,17,16,17
1,183,18227,19,1,13,16,0,4,1,19,18,2,5,9,9
1,185,71,6,11,8,9,2,16,11,15,12,5,16,10,9
1,185,111,2,2,15,18,5,8,6,2,19,5,3,15,7
1,185,112,13,1,9,10,4,9,16,12,6,9,8,15,14
1,185,126,11,8,4,15,18,5,12,8,5,7,14,18,6
1,185,135,12,4,13,9,19,4,9,3,3,2,16,8,10
1,185,161,13,14,14,7,3,1,16,5,13,2,10,3,16
1,185,209,18,16,8,8,16,14,10,9,8,14,11,10,2
1,185,219,0,15,2,8,6,8,6,4,15,19,16,0,2
1,185,240,3,7,18,5,15,15,15,3,0,0,12,2,1
1,185,241,18,11,3,14,18,2,14,0,9,4,1,15,17
1,185,243,8,2,11,6,2,15,14,0,2,5,9,17,16
1,185,252,4,15,0,3,6,19,11,16,8,18,8,12,13
1,185,259,14,9,6,18,1,9,7,18,19,6,12,7,3
1,185,263,6,10,9,4,11,18,14,18,5,9,11,6,10
1,185,267,15,17,1,5,14,0,12,5,4,14,14,8,14
1,185,269,3,15,6,8,0,18,6,11,2,9,11,18,10
1,185,312,0,1,11,10,11,3,12,8,3,11,6,18,9
1,185,340,17,13,17,3,5,0,10,3,17,3,13,1,16
1,185,367,0,10,16,4,4,16,15,14,16,18,0,6,17
1,185,371,9,14,17,6,1,0,8,19,5,5,14,16,6
1,185,401,6,7,5,13,9,8,16,1,2,8,12,1,10
1,185,407,2,14,8,15,17,12,16,11,17,16,4,9,8
1,185,439,6,13,14,6,0,15,12,17,12,4,7,2,16
1,185,452,12,15,18,13,1,5,13,17,16,7,0,17,16
1,185,469,3,4,6,15,0,2,12,12,5,10,6,3,3
1,185,515,2,12,7,19,11,17,5,19,15,15,11,15,6
1,185,523,17,11,14,8,14,4,5,3,15,11,9,12,4
1,185,534,0,4,17,18,0,3,7,6,16,8,11,12,17
1,185,565,6,2,19,3,14,10,9,15,9,11,14,3,2
1,185,571,4,13,15,3,16,16,6,5,15,11,4,6,2
1,185,587,0,8,6,1,7,7,18,4,6,7,0,3,1
1,185,588,17,15,10,7,5,17,7,5,2,2,17,6,6
1,185,610,14,8,13,2,3,3,6,9,3,16,4,6,5
1,185,613,8,7,19,10,2,1,2,13,12,17,16,6,11
1,185,614,2,12,8,18,5,16,11,6,1,4,10,15,2
1,185,640,3,14,2,18,16,12,8,7,15,7,10,6,5
1,185,644,9,18,15,9,12,13,0,7,16,1,8,5,3
1,185,647,2,14,18,4,11,15,10,12,6,15,9,2,4
1,185,654,8,17,6,5,6,18,1,4,18,2,6,16,15
1,185,669,8,8,9,5,8,8,7,10,17,17,15,9,11
1,185,695,3,7,2,19,0,14,5,1,13,5,7,6,10
1,185,714,2,9,13,18,2,8,13,8,13,19,7,16,0
1,185,737,10,6,8,6,6,3,5,3,12,14,1,2,2
1,185,738,12,19,18,4,14,0,17,2,5,13,18,11,3
1,185,750,3,11,1,2,12,6,12,11,3,10,11,4,10
1,185,769,4,13,15,5,4,17,5,5,1,13,3,10,12
1,185,793,17,12,0,12,17,19,15,4,3,10,0,7,4
1,185,805,12,9,8,7,7,0,8,17,11,9,6,5,14
1,185,819,18,7,7,19,6,14,11,4,5,6,12,19,9
1,185,847,13,7,3,9,11,13,6,9,18,1,12,7,3
1,185,868,5,9,2,14,3,6,19,3,8,6,17,5,4
1,185,882,11,5,7,14,16,9,2,1,12,16,12,0,10
1,185,884,19,9,13,12,5,13,19,8,13,13,6,19,15
1,185,887,0,7,13,2,5,10,4,1,19,0,8,17,16
1,185,891,13,5,3,2,15,12,18,17,8,12,1,8,9
1,185,902,6,15,14,4,10,16,12,3,16,10,9,17,5
1,185,942,15,11,15,13,2,4,4,6,3,8,14,8,9
1,185,956,19,13,17,17,7,12,4,5,16,5,14,8,1
1,185,971,7,19,17,14,2,2,11,3,9,11,6,17,8
1,185,974,4,1,10,3,9,3,2,0,19,10,5,0,17
1,185,1013,17,0,12,4,6,4,4,5,16,1,0,1,7
1,185,1033,5,18,12,14,6,2,0,19,4,6,18,16,4
1,185,1040,14,0,9,2,7,1,0,6,1,4,11,7,15
1,185,1046,1,15,14,18,11,0,15,10,3,0,11,10,2
1,185,1047,4,8,2,13,3,19,16,7,4,2,7,15,8
1,185,1118,19,16,5,2,18,3,4,1,19,5,9,18,14
1,185,1130,1,17,9,1,8,14,15,10,5,19,0,12,0
1,185,1138,11,17,16,10,9,13,16,18,11,12,16,3,15
1,185,1175,6,11,11,3,15,17,4,18,16,9,3,19,4
1,185,1200,11,2,11,17,7,6,18,9,19,12,8,12,11
1,185,1201,19,10,14,2,4,19,9,14,16,9,6,1,5
1,185,1209,12,1,11,4,17,18,17,10,19,2,14,12,3
1,185,1216,16,19,10,5,8,5,7,8,8,3,5,12,16
1,185,1237,16,3,6,6,9,14,1,1,12,12,9,1,18
1,185,1244,8,10,8,18,17,3,18,6,19,2,2,2,16
1,185,1260,15,14,8,13,4,1,1,0,9,15,1,7,7
1,185,1274,7,2,6,10,9,11,12,8,3,19,6,4,0
1,185,1280,16,1,11,12,5,6,17,3,8,12,19,10,0
1,185,1323,5,1,2,7,12,14,15,1,15,18,0,19,15
1,185,1326,2,15,10,3,18,19,18,19,8,14,15,10,8
1,185,1334,19,12,0,0,9,9,11,17,12,5,15,1,15
1,185,1340,8,18,5,9,19,12,6,11,14,7,7,19,1
1,185,1358,5,15,14,18,13,14,13,12,5,8,4,19,14
1,185,1373,12,2,14,6,17,19,0,4,10,6,3,5,17
1,185,1379,12,9,13,0,19,5,11,12,14,8,7,12,6
1,185,1381,12,5,6,13,12,11,17,12,14,18,11,6,6
1,185,1384,12,8,7,5,14,12,9,8,13,18,11,18,18
1,185,1393,1,3,6,3,4,8,3,13,3,18,19,18,13
1,185,1396,13,2,7,15,12,1,7,11,12,16,18,13,4
1,185,1408,9,1,11,9,8,11,17,2,1,10,2,13,4
1,185,1411,15,0,7,15,5,1,1,9,2,19,0,6,0
1,185,1418,11,12,6,8,13,5,1,4,5,6,17,12,10
1,185,1437,0,3,15,14,4,9,0,3,1,2,17,18,18
1,185,1448,15,13,5,7,12,12,15,18,17,2,6,6,17
1,185,1458,1,1,7,14,3,1,11,2,18,15,3,18,4
1,185,1482,7,7,19,8,5,5,10,9,2,9,4,15,18
1,185,1491,3,7,5,8,8,9,19,4,6,10,9,1,3
1,185,1522,13,11,8,5,15,7,1,9,19,16,10,10,12
1,185,1542,11,0,18,8,9,4,13,17,15,5,16,15,3
1,185,1555,9,9,7,5,11,0,17,10,19,13,8,7,17
1,185,1565,9,8,8,9,17,14,16,12,6,18,16,2,10
1,185,1575,19,7,4,2,3,8,16,18,4,17,9,8,4
1,185,1587,12,18,17,12,12,8,7,19,10,3,5,6,13
1,185,1604,17,3,13,12,16,13,13,14,17,19,19,7,1
1,185,1644,2,4,19,6,17,18,12,2,2,3,3,7,4
1,185,1677,14,11,17,2,2,2,12,7,18,12,17,8,3
1,185,1715,16,13,4,1,13,5,9,13,16,16,17,19,11
1,185,1717,12,13,12,5,17,4,11,8,9,17,16,6,18
1,185,1734,12,11,4,18,16,8,15,5,13,9,15,3,3
1,185,1747,13,19,2,15,10,5,13,1,16,10,1,14,4
1,185,1780,3,7,0,18,5,18,11,18,16,17,6,16,3
1,185,1814,14,3,11,18,12,1,13,8,15,5,3,8,4
1,185,1835,18,19,2,9,13,5,9,9,15,16,6,1,18
1,185,1839,5,15,14,10,11,9,7,18,15,11,4,16,19
1,185,1866,8,12,10,6,13,11,17,11,4,16,1,11,15
1,185,1872,3,2,15,12,17,9,10,8,10,15,0,9,3
1,185,1877,15,19,14,10,7,8,18,13,18,8,10,12,7
1,185,1897,17,9,0,14,1,8,10,15,15,19,11,6,18
1,185,1900,0,2,12,14,14,6,0,18,2,10,12,2,16
1,185,1907,13,4,7,7,17,6,4,1,9,4,17,13,1
1,185,1914,0,11,16,5,18,19,14,7,16,15,9,7,13
1,185,1947,11,16,13,14,1,15,7,4,14,15,8,3,8
1,185,2071,3,9,6,16,6,16,12,11,15,8,17,15,0
1,185,2081,17,8,10,19,3,17,5,14,15,7,1,13,8
1,185,2107,18,13,5,16,0,13,7,5,19,1,1,4,5
1,185,2170,13,7,3,11,0,12,1,8,2,4,0,1,12
1,185,2177,15,1,5,2,15,0,5,0,2,2,9,13,0
1,185,2178,10,2,10,2,12,13,5,0,13,8,15,5,2
1,185,2206,0,14,16,17,8,7,2,4,0,14,2,18,19
1,185,2225,6,1,11,16,11,3,17,1,6,11,11,19,6
1,185,2237,10,13,3,3,18,19,6,10,18,5,8,16,17
1,185,2244,6,7,1,8,12,2,6,6,0,9,1,17,17
1,185,2246,5,11,11,19,2,14,9,14,10,10,19,7,13
1,185,2288,5,7,13,4,2,11,19,0,16,19,14,16,0
1,185,2310,13,9,13,17,0,8,19,4,9,7,0,9,3
1,185,2349,16,9,19,8,4,9,8,9,19,19,16,7,0
1,185,2350,16,19,6,6,5,7,1,11,16,17,15,4,10
1,185,2372,16,17,4,1,3,10,16,11,8,3,18,12,18
1,185,2375,4,3,1,19,0,10,7,14,10,14,9,9,7
1,185,2379,14,7,1,16,1,5,19,10,16,3,4,16,1
1,185,2395,13,11,1,18,7,7,14,13,11,3,16,3,15
1,185,2398,12,7,11,1,17,11,10,14,8,2,4,5,12
1,185,2402,4,4,12,12,1,14,18,13,12,17,18,13,0
1,185,2414,9,14,10,11,14,0,16,13,6,0,19,19,10
1,185,2423,3,11,18,11,18,14,5,14,14,13,2,9,19
1,185,2441,3,17,1,2,14,16,10,11,4,11,10,2,9
1,185,2452,5,11,6,18,8,18,16,19,5,11,19,12,8
1,185,2455,10,3,10,15,14,8,4,4,1,14,5,15,17
1,185,2457,13,6,5,0,11,4,5,16,13,7,1,4,12
1,185,2459,7,0,14,5,7,4,9,13,4,10,18,1,16
1,185,2485,12,14,6,11,2,10,4,5,6,10,14,18,10
1,185,2537,1,10,8,18,2,6,2,9,7,0,4,11,18
1,185,2564,19,14,15,3,16,9,18,18,2,15,9,19,9
1,185,2575,17,17,19,12,2,19,13,17,14,6,9,2,7
1,185,2604,11,16,0,10,10,5,15,7,16,10,5,2,8
1,185,2622,1,11,10,9,7,3,14,6,17,2,5,9,6
1,185,2646,9,6,15,6,16,9,16,10,3,19,5,3,16
1,185,2666,7,14,15,4,17,11,16,15,15,2,0,10,10
1,185,2711,4,0,10,4,13,2,8,2,1,1,16,14,3
1,185,2723,1,19,9,10,9,7,13,3,9,0,5,11,3
1,185,2745,16,18,5,7,7,7,5,17,9,0,18,10,6
1,185,2833,5,17,14,17,9,5,19,14,10,9,5,3,19
1,185,2836,11,19,3,13,4,19,11,12,5,2,1,7,8
1,185,2854,9,16,17,3,1,16,6,17,2,15,0,12,13
1,185,2860,9,13,18,1,2,8,18,4,11,3,16,19,19
1,185,2865,1,8,18,1,11,19,14,18,14,2,6,7,17
1,185,2872,19,7,18,8,19,10,8,5,17,1,10,19,19
1,185,2880,15,1,5,19,11,14,3,8,6,8,4,8,6
1,185,2885,4,7,10,6,11,0,5,11,5,18,13,16,8
1,185,2887,6,18,12,8,13,18,14,7,13,8,0,10,18
1,185,2903,7,10,7,5,12,17,7,17,0,12,14,3,7
1,185,2912,2,2,8,18,11,10,14,12,15,18,4,10,14
1,185,2916,15,1,6,14,13,18,6,13,14,0,7,9,15
1,185,2922,6,8,12,8,18,2,12,5,2,11,10,8,19
1,185,2941,1,2,16,12,6,0,6,3,9,13,12,14,11
1,185,2962,18,15,1,1,11,0,10,13,12,3,11,17,9
1,185,2980,19,15,13,2,9,2,19,12,18,17,19,8,5
1,185,3023,12,9,3,15,12,2,0,3,14,0,12,13,2
1,185,3027,3,13,12,5,16,6,2,7,4,1,5,9,10
1,185,3079,0,18,13,10,12,8,11,2,13,17,12,4,2
1,185,3105,8,9,1,14,10,8,19,12,8,5,3,4,2
1,185,3118,4,5,17,9,9,0,19,18,2,12,7,3,8
1,185,3129,16,16,2,3,7,11,2,13,1,5,16,11,4
1,185,3137,13,13,13,16,0,3,12,17,15,18,7,5,8
1,185,3167,3,15,1,8,14,2,3,2,18,14,16,11,12
1,185,3174,7,18,9,2,11,16,7,10,15,6,3,15,4
1,185,3178,0,11,1,3,6,16,2,10,0,11,12,10,17
1,185,3182,18,9,2,1,6,6,4,3,6,5,0,10,4
1,185,3246,8,18,18,5,5,15,10,15,9,10,9,16,0
1,185,3254,6,14,17,0,3,8,13,13,2,16,19,1,14
1,185,3257,2,7,11,3,16,8,12,7,13,14,0,11,16
1,185,3288,14,15,11,16,2,11,7,15,19,12,8,9,1
1,185,3302,15,5,12,7,6,4,19,9,12,10,9,2,0
1,185,3315,12,7,5,9,6,15,14,14,15,0,14,18,9
1,185,3318,16,4,15,8,1,13,4,10,11,12,4,0,17
1,185,3343,12,6,14,1,5,9,9,6,15,4,0,16,12
1,185,3358,13,3,12,16,10,1,9,14,4,8,0,8,5
1,185,3366,7,0,18,3,3,14,5,8,5,2,8,8,14
1,185,3396,10,13,17,12,3,1,1,17,6,4,8,7,19
1,185,3435,2,6,2,3,11,14,17,8,10,3,19,16,14
1,185,3456,12,7,2,1,4,0,2,16,16,2,4,16,15
1,185,3475,18,12,2,8,9,13,2,1,15,17,8,8,2
1,185,3480,9,17,16,19,18,6,11,12,5,1,8,14,6
1,185,3481,17,11,10,18,6,10,8,16,15,18,2,14,2
